Date,Occupancy_Rate,Day_of_Week,Is_Weekend,Month,Is_Holiday_Period,Nearby_Event_Attendees,Average_Room_Rate
2024-07-07,0.58,7,1,7,1,0,215.5
2024-07-08,0.61,1,0,7,1,0,195.07
2024-07-09,0.6,2,0,7,1,0,170.45
2024-07-10,0.68,3,0,7,1,0,217.07
2024-07-11,0.61,4,0,7,1,0,205.84
2024-07-12,0.58,5,0,7,1,0,208.66
2024-07-13,0.77,6,1,7,1,0,210.08
2024-07-14,0.73,7,1,7,1,0,218.63
2024-07-15,0.59,1,0,7,1,0,183.71
2024-07-16,0.6,2,0,7,1,0,188.73
2024-07-17,0.71,3,0,7,1,0,174.89
2024-07-18,0.57,4,0,7,1,0,187.4
2024-07-19,0.64,5,0,7,1,0,187.85
2024-07-20,0.68,6,1,7,1,0,221.06
2024-07-21,0.79,7,1,7,1,0,226.76
2024-07-22,0.64,1,0,7,1,0,200.98
2024-07-23,0.6,2,0,7,1,0,206.81
2024-07-24,0.59,3,0,7,1,0,202.16
2024-07-25,0.62,4,0,7,1,0,209.54
2024-07-26,0.6,5,0,7,1,0,188.02
2024-07-27,0.68,6,1,7,1,0,232.0
2024-07-28,0.76,7,1,7,1,0,227.36
2024-07-29,0.67,1,0,7,1,0,213.28
2024-07-30,0.68,2,0,7,1,0,200.7
2024-07-31,0.6,3,0,7,1,0,217.6
2024-08-01,0.58,4,0,8,1,0,199.58
2024-08-02,0.67,5,0,8,1,0,199.68
2024-08-03,0.8,6,1,8,1,0,219.28
2024-08-04,0.8,7,1,8,1,0,209.54
2024-08-05,0.51,1,0,8,1,0,210.41
2024-08-06,0.5,2,0,8,1,26732,244.67
2024-08-07,0.6,3,0,8,1,0,208.15
2024-08-08,0.62,4,0,8,1,0,196.63
2024-08-09,0.57,5,0,8,1,0,190.73
2024-08-10,0.75,6,1,8,1,0,228.33
2024-08-11,0.79,7,1,8,1,0,223.31
2024-08-12,0.6,1,0,8,1,0,202.81
2024-08-13,0.68,2,0,8,1,0,202.53
2024-08-14,0.63,3,0,8,1,0,200.15
2024-08-15,0.58,4,0,8,1,0,208.32
2024-08-16,0.47,5,0,8,1,0,203.86
2024-08-17,0.81,6,1,8,1,0,211.68
2024-08-18,0.74,7,1,8,1,0,211.45
2024-08-19,0.55,1,0,8,1,0,209.2
2024-08-20,0.6,2,0,8,1,0,208.41
2024-08-21,0.62,3,0,8,1,18808,243.85
2024-08-22,0.64,4,0,8,1,0,180.15
2024-08-23,0.6,5,0,8,1,0,207.0
2024-08-24,0.72,6,1,8,1,0,217.76
2024-08-25,0.78,7,1,8,1,0,222.94
2024-08-26,0.67,1,0,8,1,0,176.25
2024-08-27,0.59,2,0,8,1,0,201.63
2024-08-28,0.62,3,0,8,1,0,214.23
2024-08-29,0.64,4,0,8,1,0,200.64
2024-08-30,0.63,5,0,8,1,0,189.57
2024-08-31,0.75,6,1,8,1,0,221.53
2024-09-01,0.51,7,1,9,0,0,166.81
2024-09-02,0.52,1,0,9,0,0,160.04
2024-09-03,0.4,2,0,9,0,0,147.4
2024-09-04,0.44,3,0,9,0,0,155.03
2024-09-05,0.4,4,0,9,0,0,158.73
2024-09-06,0.49,5,0,9,0,0,131.09
2024-09-07,0.57,6,1,9,0,0,163.8
2024-09-08,0.54,7,1,9,0,0,171.38
2024-09-09,0.29,1,0,9,0,0,143.23
2024-09-10,0.52,2,0,9,0,0,134.02
2024-09-11,0.46,3,0,9,0,0,147.14
2024-09-12,0.42,4,0,9,0,0,144.13
2024-09-13,0.39,5,0,9,0,0,166.04
2024-09-14,0.63,6,1,9,0,0,176.72
2024-09-15,0.57,7,1,9,0,0,185.74
2024-09-16,0.48,1,0,9,0,0,136.84
2024-09-17,0.44,2,0,9,0,0,148.68
2024-09-18,0.45,3,0,9,0,0,169.16
2024-09-19,0.5,4,0,9,0,0,153.9
2024-09-20,0.42,5,0,9,0,31802,190.96
2024-09-21,0.57,6,1,9,0,0,160.22
2024-09-22,0.54,7,1,9,0,25308,200.97
2024-09-23,0.45,1,0,9,0,0,144.34
2024-09-24,0.39,2,0,9,0,24815,184.66
2024-09-25,0.51,3,0,9,0,0,134.93
2024-09-26,0.36,4,0,9,0,0,162.3
2024-09-27,0.4,5,0,9,0,0,152.31
2024-09-28,0.58,6,1,9,0,0,163.48
2024-09-29,0.62,7,1,9,0,0,177.15
2024-09-30,0.43,1,0,9,0,0,154.23
2024-10-01,0.37,2,0,10,0,0,146.78
2024-10-02,0.41,3,0,10,0,0,174.31
2024-10-03,0.44,4,0,10,0,0,158.19
2024-10-04,0.56,5,0,10,0,0,136.02
2024-10-05,0.56,6,1,10,0,0,185.2
2024-10-06,0.62,7,1,10,0,0,175.01
2024-10-07,0.43,1,0,10,0,0,151.57
2024-10-08,0.52,2,0,10,0,0,130.16
2024-10-09,0.47,3,0,10,0,0,139.98
2024-10-10,0.28,4,0,10,0,0,165.36
2024-10-11,0.47,5,0,10,0,0,162.65
2024-10-12,0.61,6,1,10,0,0,170.31
2024-10-13,0.59,7,1,10,0,0,169.7
2024-10-14,0.46,1,0,10,0,0,135.19
2024-10-15,0.47,2,0,10,0,0,140.51
2024-10-16,0.47,3,0,10,0,0,150.32
2024-10-17,0.4,4,0,10,0,0,169.88
2024-10-18,0.39,5,0,10,0,0,147.51
2024-10-19,0.65,6,1,10,0,0,178.57
2024-10-20,0.69,7,1,10,0,0,177.22
2024-10-21,0.47,1,0,10,0,0,148.79
2024-10-22,0.38,2,0,10,0,0,153.71
2024-10-23,0.4,3,0,10,0,0,147.9
2024-10-24,0.44,4,0,10,0,0,158.71
2024-10-25,0.35,5,0,10,0,0,148.55
2024-10-26,0.58,6,1,10,0,0,171.17
2024-10-27,0.58,7,1,10,0,0,165.54
2024-10-28,0.48,1,0,10,0,0,157.46
2024-10-29,0.51,2,0,10,0,0,143.28
2024-10-30,0.47,3,0,10,0,0,170.48
2024-10-31,0.49,4,0,10,0,0,162.15
2024-11-01,0.54,5,0,11,0,0,139.11
2024-11-02,0.55,6,1,11,0,0,175.18
2024-11-03,0.6,7,1,11,0,0,168.46
2024-11-04,0.43,1,0,11,0,0,174.52
2024-11-05,0.6,2,0,11,0,43001,180.64
2024-11-06,0.46,3,0,11,0,0,159.84
2024-11-07,0.43,4,0,11,0,0,149.42
2024-11-08,0.43,5,0,11,0,0,142.51
2024-11-09,0.56,6,1,11,0,0,180.61
2024-11-10,0.63,7,1,11,0,0,180.92
2024-11-11,0.41,1,0,11,0,0,124.7
2024-11-12,0.44,2,0,11,0,0,162.4
2024-11-13,0.52,3,0,11,0,0,149.52
2024-11-14,0.52,4,0,11,0,0,146.93
2024-11-15,0.39,5,0,11,0,0,149.07
2024-11-16,0.52,6,1,11,0,0,183.35
2024-11-17,0.72,7,1,11,0,0,165.49
2024-11-18,0.48,1,0,11,0,0,151.7
2024-11-19,0.37,2,0,11,0,0,159.55
2024-11-20,0.45,3,0,11,0,0,149.99
2024-11-21,0.51,4,0,11,0,0,134.36
2024-11-22,0.45,5,0,11,0,0,132.76
2024-11-23,0.54,6,1,11,0,0,173.6
2024-11-24,0.56,7,1,11,0,0,179.06
2024-11-25,0.36,1,0,11,0,0,149.23
2024-11-26,0.41,2,0,11,0,0,152.01
2024-11-27,0.43,3,0,11,0,0,164.37
2024-11-28,0.52,4,0,11,0,0,149.29
2024-11-29,0.45,5,0,11,0,0,159.84
2024-11-30,0.53,6,1,11,0,0,170.51
2024-12-01,0.62,7,1,12,0,0,158.72
2024-12-02,0.54,1,0,12,0,0,157.17
2024-12-03,0.38,2,0,12,0,0,143.96
2024-12-04,0.47,3,0,12,0,0,143.59
2024-12-05,0.53,4,0,12,0,0,168.94
2024-12-06,0.48,5,0,12,0,0,135.55
2024-12-07,0.46,6,1,12,0,0,175.67
2024-12-08,0.54,7,1,12,0,0,183.31
2024-12-09,0.48,1,0,12,0,0,138.09
2024-12-10,0.4,2,0,12,0,0,160.84
2024-12-11,0.34,3,0,12,0,0,144.74
2024-12-12,0.4,4,0,12,0,0,145.41
2024-12-13,0.42,5,0,12,0,0,151.04
2024-12-14,0.5,6,1,12,0,0,176.2
2024-12-15,0.69,7,1,12,0,0,152.89
2024-12-16,0.49,1,0,12,0,0,157.18
2024-12-17,0.34,2,0,12,0,0,159.95
2024-12-18,0.41,3,0,12,0,0,167.33
2024-12-19,0.41,4,0,12,0,0,153.61
2024-12-20,0.61,5,0,12,1,0,199.2
2024-12-21,0.76,6,1,12,1,0,213.48
2024-12-22,0.79,7,1,12,1,0,221.25
2024-12-23,0.55,1,0,12,1,0,201.32
2024-12-24,0.68,2,0,12,1,0,187.76
2024-12-25,0.63,3,0,12,1,0,184.99
2024-12-26,0.52,4,0,12,1,0,201.24
2024-12-27,0.45,5,0,12,1,0,207.84
2024-12-28,0.68,6,1,12,1,0,218.18
2024-12-29,0.7,7,1,12,1,0,215.46
2024-12-30,0.65,1,0,12,1,0,198.15
2024-12-31,0.59,2,0,12,1,0,212.42
2025-01-01,0.53,3,0,1,1,0,210.53
2025-01-02,0.62,4,0,1,1,0,204.1
2025-01-03,0.52,5,0,1,1,15466,240.11
2025-01-04,0.7,6,1,1,1,0,218.27
2025-01-05,0.74,7,1,1,1,0,206.99
2025-01-06,0.41,1,0,1,0,0,165.48
2025-01-07,0.4,2,0,1,0,0,133.05
2025-01-08,0.51,3,0,1,0,0,167.34
2025-01-09,0.41,4,0,1,0,0,143.78
2025-01-10,0.45,5,0,1,0,0,157.03
2025-01-11,0.72,6,1,1,0,0,149.98
2025-01-12,0.66,7,1,1,0,0,157.92
2025-01-13,0.45,1,0,1,0,0,152.72
2025-01-14,0.52,2,0,1,0,0,159.15
2025-01-15,0.41,3,0,1,0,0,155.18
2025-01-16,0.41,4,0,1,0,0,141.73
2025-01-17,0.49,5,0,1,0,0,150.22
2025-01-18,0.48,6,1,1,0,0,180.61
2025-01-19,0.59,7,1,1,0,0,178.73
2025-01-20,0.48,1,0,1,0,0,149.23
2025-01-21,0.46,2,0,1,0,0,143.36
2025-01-22,0.49,3,0,1,0,0,152.12
2025-01-23,0.51,4,0,1,0,0,152.3
2025-01-24,0.38,5,0,1,0,0,139.85
2025-01-25,0.65,6,1,1,0,0,172.43
2025-01-26,0.65,7,1,1,0,0,179.44
2025-01-27,0.44,1,0,1,0,0,161.0
2025-01-28,0.4,2,0,1,0,0,151.31
2025-01-29,0.47,3,0,1,0,0,150.71
2025-01-30,0.42,4,0,1,0,0,126.19
2025-01-31,0.47,5,0,1,0,0,156.72
2025-02-01,0.57,6,1,2,0,0,183.14
2025-02-02,0.6,7,1,2,0,0,166.49
2025-02-03,0.43,1,0,2,0,0,140.36
2025-02-04,0.54,2,0,2,0,0,154.07
2025-02-05,0.42,3,0,2,0,0,163.39
2025-02-06,0.65,4,0,2,0,0,141.27
2025-02-07,0.53,5,0,2,0,0,146.99
2025-02-08,0.67,6,1,2,0,0,177.4
2025-02-09,0.56,7,1,2,0,0,154.84
2025-02-10,0.5,1,0,2,0,0,157.44
2025-02-11,0.34,2,0,2,0,0,145.79
2025-02-12,0.54,3,0,2,0,0,149.78
2025-02-13,0.44,4,0,2,0,0,158.29
2025-02-14,0.41,5,0,2,0,0,159.13
2025-02-15,0.58,6,1,2,0,0,169.57
2025-02-16,0.58,7,1,2,0,0,175.65
2025-02-17,0.46,1,0,2,0,0,170.05
2025-02-18,0.44,2,0,2,0,0,156.96
2025-02-19,0.48,3,0,2,0,0,148.13
2025-02-20,0.53,4,0,2,0,0,139.9
2025-02-21,0.47,5,0,2,0,0,160.29
2025-02-22,0.62,6,1,2,0,0,161.73
2025-02-23,0.56,7,1,2,0,0,174.84
2025-02-24,0.42,1,0,2,0,0,150.01
2025-02-25,0.4,2,0,2,0,0,158.77
2025-02-26,0.53,3,0,2,0,0,155.04
2025-02-27,0.43,4,0,2,0,0,137.54
2025-02-28,0.5,5,0,2,0,0,151.58
2025-03-01,0.58,6,1,3,0,0,158.48
2025-03-02,0.6,7,1,3,0,0,172.06
2025-03-03,0.5,1,0,3,0,0,144.85
2025-03-04,0.5,2,0,3,0,0,135.52
2025-03-05,0.45,3,0,3,0,0,154.73
2025-03-06,0.57,4,0,3,0,0,151.41
2025-03-07,0.47,5,0,3,0,0,143.76
2025-03-08,0.64,6,1,3,0,0,164.7
2025-03-09,0.56,7,1,3,0,0,179.85
2025-03-10,0.45,1,0,3,0,0,156.62
2025-03-11,0.47,2,0,3,0,0,141.67
2025-03-12,0.36,3,0,3,0,0,149.85
2025-03-13,0.47,4,0,3,0,0,142.49
2025-03-14,0.44,5,0,3,0,0,139.12
2025-03-15,0.62,6,1,3,0,0,158.5
2025-03-16,0.55,7,1,3,0,0,172.93
2025-03-17,0.47,1,0,3,0,0,159.07
2025-03-18,0.44,2,0,3,0,0,138.85
2025-03-19,0.41,3,0,3,0,0,161.63
2025-03-20,0.43,4,0,3,0,0,151.14
2025-03-21,0.44,5,0,3,0,0,148.65
2025-03-22,0.69,6,1,3,0,0,173.79
2025-03-23,0.55,7,1,3,0,0,171.68
2025-03-24,0.44,1,0,3,0,0,149.98
2025-03-25,0.46,2,0,3,0,0,157.71
2025-03-26,0.49,3,0,3,0,0,149.51
2025-03-27,0.47,4,0,3,0,0,142.76
2025-03-28,0.32,5,0,3,0,0,165.9
2025-03-29,0.63,6,1,3,0,0,173.04
2025-03-30,0.57,7,1,3,0,0,162.69
2025-03-31,0.37,1,0,3,0,0,152.32
2025-04-01,0.41,2,0,4,0,0,152.94
2025-04-02,0.45,3,0,4,0,0,135.32
2025-04-03,0.45,4,0,4,0,0,156.03
2025-04-04,0.36,5,0,4,0,0,151.59
2025-04-05,0.51,6,1,4,0,0,171.79
2025-04-06,0.6,7,1,4,0,0,179.23
2025-04-07,0.47,1,0,4,0,0,153.46
2025-04-08,0.41,2,0,4,0,0,156.81
2025-04-09,0.52,3,0,4,0,0,147.21
2025-04-10,0.5,4,0,4,0,0,165.69
2025-04-11,0.47,5,0,4,0,0,148.56
2025-04-12,0.68,6,1,4,0,0,162.09
2025-04-13,0.67,7,1,4,0,0,163.82
2025-04-14,0.48,1,0,4,0,0,167.96
2025-04-15,0.47,2,0,4,0,0,146.31
2025-04-16,0.48,3,0,4,0,0,162.65
2025-04-17,0.47,4,0,4,0,27529,195.11
2025-04-18,0.43,5,0,4,0,38597,193.2
2025-04-19,0.56,6,1,4,0,0,181.56
2025-04-20,0.54,7,1,4,0,0,186.0
2025-04-21,0.44,1,0,4,0,0,163.8
2025-04-22,0.48,2,0,4,0,0,152.51
2025-04-23,0.38,3,0,4,0,0,154.47
2025-04-24,0.44,4,0,4,0,0,141.43
2025-04-25,0.44,5,0,4,0,0,146.8
2025-04-26,0.68,6,1,4,0,0,179.5
2025-04-27,0.49,7,1,4,0,0,173.07
2025-04-28,0.42,1,0,4,0,0,165.49
2025-04-29,0.4,2,0,4,0,0,145.3
2025-04-30,0.44,3,0,4,0,0,144.53
2025-05-01,0.49,4,0,5,0,0,135.02
2025-05-02,0.41,5,0,5,0,0,173.69
2025-05-03,0.49,6,1,5,0,0,173.54
2025-05-04,0.54,7,1,5,0,0,177.67
2025-05-05,0.43,1,0,5,0,0,136.36
2025-05-06,0.46,2,0,5,0,0,139.91
2025-05-07,0.42,3,0,5,0,0,145.51
2025-05-08,0.45,4,0,5,0,0,149.14
2025-05-09,0.36,5,0,5,0,0,154.44
2025-05-10,0.55,6,1,5,0,0,182.57
2025-05-11,0.53,7,1,5,0,0,167.87
2025-05-12,0.4,1,0,5,0,0,155.28
2025-05-13,0.42,2,0,5,0,0,144.48
2025-05-14,0.46,3,0,5,0,0,170.5
2025-05-15,0.47,4,0,5,0,0,161.76
2025-05-16,0.43,5,0,5,0,0,151.35
2025-05-17,0.61,6,1,5,0,0,157.63
2025-05-18,0.56,7,1,5,0,0,169.44
2025-05-19,0.39,1,0,5,0,0,145.51
2025-05-20,0.47,2,0,5,0,0,132.77
2025-05-21,0.42,3,0,5,0,0,143.39
2025-05-22,0.42,4,0,5,0,0,150.96
2025-05-23,0.47,5,0,5,0,0,134.02
2025-05-24,0.57,6,1,5,0,0,170.42
2025-05-25,0.57,7,1,5,0,0,188.06
2025-05-26,0.39,1,0,5,0,0,148.06
2025-05-27,0.49,2,0,5,0,0,137.1
2025-05-28,0.39,3,0,5,0,0,140.73
2025-05-29,0.41,4,0,5,0,0,153.47
2025-05-30,0.42,5,0,5,0,0,160.11
2025-05-31,0.63,6,1,5,0,0,163.63
2025-06-01,0.57,7,1,6,0,0,163.38
2025-06-02,0.47,1,0,6,0,0,142.37
2025-06-03,0.35,2,0,6,0,0,160.63
2025-06-04,0.47,3,0,6,0,28923,168.82
2025-06-05,0.48,4,0,6,0,0,133.57
2025-06-06,0.4,5,0,6,0,0,150.36
2025-06-07,0.61,6,1,6,0,0,149.94
2025-06-08,0.43,7,1,6,0,0,181.04
2025-06-09,0.42,1,0,6,0,0,146.61
2025-06-10,0.42,2,0,6,0,0,144.27
2025-06-11,0.43,3,0,6,0,0,145.22
2025-06-12,0.51,4,0,6,0,0,146.89
2025-06-13,0.42,5,0,6,0,0,168.77
2025-06-14,0.53,6,1,6,0,0,183.26
2025-06-15,0.67,7,1,6,0,0,187.3
2025-06-16,0.38,1,0,6,0,0,151.44
2025-06-17,0.44,2,0,6,0,0,146.27
2025-06-18,0.39,3,0,6,0,0,165.19
2025-06-19,0.51,4,0,6,0,41270,182.19
2025-06-20,0.46,5,0,6,0,0,154.62
2025-06-21,0.56,6,1,6,0,0,190.13
2025-06-22,0.54,7,1,6,0,0,165.97
2025-06-23,0.45,1,0,6,0,0,165.12
2025-06-24,0.41,2,0,6,0,0,142.09
2025-06-25,0.51,3,0,6,0,0,143.41
2025-06-26,0.44,4,0,6,0,0,155.38
2025-06-27,0.49,5,0,6,0,0,144.07
2025-06-28,0.59,6,1,6,0,0,169.4
2025-06-29,0.6,7,1,6,0,5316,189.74
2025-06-30,0.44,1,0,6,0,0,148.95
2025-07-01,0.55,2,0,7,1,0,198.43
2025-07-02,0.54,3,0,7,1,0,182.86
2025-07-03,0.55,4,0,7,1,0,205.54
2025-07-04,0.6,5,0,7,1,0,218.21
2025-07-05,0.72,6,1,7,1,0,218.61
2025-07-06,0.74,7,1,7,1,0,229.18
2025-07-07,0.61,1,0,7,1,0,199.78
2025-07-08,0.59,2,0,7,1,0,214.72
2025-07-09,0.64,3,0,7,1,9558,230.12
2025-07-10,0.56,4,0,7,1,0,203.95
2025-07-11,0.61,5,0,7,1,0,193.84
2025-07-12,0.68,6,1,7,1,0,211.7
2025-07-13,0.76,7,1,7,1,0,214.33
2025-07-14,0.56,1,0,7,1,0,212.99
2025-07-15,0.6,2,0,7,1,0,199.32
2025-07-16,0.58,3,0,7,1,0,179.77
2025-07-17,0.57,4,0,7,1,0,194.0
2025-07-18,0.62,5,0,7,1,0,191.97
2025-07-19,0.72,6,1,7,1,0,225.76
2025-07-20,0.86,7,1,7,1,0,224.35
2025-07-21,0.57,1,0,7,1,0,219.69
2025-07-22,0.5,2,0,7,1,0,208.33
2025-07-23,0.64,3,0,7,1,0,211.45
2025-07-24,0.56,4,0,7,1,0,198.91
2025-07-25,0.58,5,0,7,1,4157,227.24
2025-07-26,0.66,6,1,7,1,0,235.11
2025-07-27,0.71,7,1,7,1,0,200.43
2025-07-28,0.54,1,0,7,1,0,220.34
2025-07-29,0.54,2,0,7,1,0,194.93
2025-07-30,0.54,3,0,7,1,0,206.27
2025-07-31,0.59,4,0,7,1,0,198.78
2025-08-01,0.73,5,0,8,1,49747,235.1
2025-08-02,0.67,6,1,8,1,0,239.78
2025-08-03,0.7,7,1,8,1,0,238.45
2025-08-04,0.67,1,0,8,1,0,207.2
2025-08-05,0.61,2,0,8,1,0,206.1
2025-08-06,0.65,3,0,8,1,0,216.62
2025-08-07,0.6,4,0,8,1,0,208.77
2025-08-08,0.78,5,0,8,1,0,188.45
2025-08-09,0.64,6,1,8,1,0,235.24
2025-08-10,0.7,7,1,8,1,0,206.82
2025-08-11,0.6,1,0,8,1,0,204.51
2025-08-12,0.61,2,0,8,1,0,212.45
2025-08-13,0.61,3,0,8,1,0,202.72
2025-08-14,0.63,4,0,8,1,13900,235.77
2025-08-15,0.69,5,0,8,1,0,203.8
2025-08-16,0.78,6,1,8,1,0,211.08
2025-08-17,0.85,7,1,8,1,0,231.8
2025-08-18,0.57,1,0,8,1,0,194.42
2025-08-19,0.51,2,0,8,1,0,203.51
2025-08-20,0.6,3,0,8,1,0,203.29
2025-08-21,0.64,4,0,8,1,0,207.4
2025-08-22,0.59,5,0,8,1,0,218.04
2025-08-23,0.73,6,1,8,1,0,220.54
2025-08-24,0.73,7,1,8,1,0,221.69
2025-08-25,0.58,1,0,8,1,0,190.84
2025-08-26,0.68,2,0,8,1,0,203.49
2025-08-27,0.51,3,0,8,1,0,185.69
2025-08-28,0.6,4,0,8,1,0,204.03
2025-08-29,0.57,5,0,8,1,0,195.22
2025-08-30,0.78,6,1,8,1,0,218.1
2025-08-31,0.71,7,1,8,1,0,215.55
2025-09-01,0.52,1,0,9,0,0,139.26
2025-09-02,0.48,2,0,9,0,0,138.73
2025-09-03,0.4,3,0,9,0,0,181.43
2025-09-04,0.47,4,0,9,0,0,162.37
2025-09-05,0.43,5,0,9,0,0,139.51
2025-09-06,0.48,6,1,9,0,0,163.14
2025-09-07,0.64,7,1,9,0,0,164.75
2025-09-08,0.34,1,0,9,0,0,158.78
2025-09-09,0.49,2,0,9,0,0,150.18
2025-09-10,0.42,3,0,9,0,0,156.18
2025-09-11,0.53,4,0,9,0,0,152.59
2025-09-12,0.43,5,0,9,0,0,139.68
2025-09-13,0.64,6,1,9,0,0,170.19
2025-09-14,0.53,7,1,9,0,0,173.43
2025-09-15,0.36,1,0,9,0,0,149.18
2025-09-16,0.34,2,0,9,0,0,154.62
2025-09-17,0.45,3,0,9,0,15870,173.9
2025-09-18,0.43,4,0,9,0,0,143.59
2025-09-19,0.48,5,0,9,0,0,140.4
2025-09-20,0.58,6,1,9,0,0,162.17
2025-09-21,0.59,7,1,9,0,0,164.34
2025-09-22,0.51,1,0,9,0,5650,182.71
2025-09-23,0.45,2,0,9,0,0,148.77
2025-09-24,0.48,3,0,9,0,0,141.66
2025-09-25,0.35,4,0,9,0,0,143.32
2025-09-26,0.5,5,0,9,0,0,151.66
2025-09-27,0.57,6,1,9,0,0,177.25
2025-09-28,0.68,7,1,9,0,0,162.02
2025-09-29,0.47,1,0,9,0,0,155.34
2025-09-30,0.4,2,0,9,0,0,162.85
2025-10-01,0.52,3,0,10,0,0,149.29
2025-10-02,0.53,4,0,10,0,0,145.71
2025-10-03,0.45,5,0,10,0,0,159.08
2025-10-04,0.61,6,1,10,0,0,177.17
2025-10-05,0.64,7,1,10,0,0,164.06
2025-10-06,0.41,1,0,10,0,0,155.74
2025-10-07,0.37,2,0,10,0,0,153.01
2025-10-08,0.48,3,0,10,0,0,136.76
2025-10-09,0.48,4,0,10,0,0,155.58
2025-10-10,0.46,5,0,10,0,0,139.2
2025-10-11,0.68,6,1,10,0,0,158.7
2025-10-12,0.52,7,1,10,0,0,175.62
2025-10-13,0.43,1,0,10,0,0,141.88
2025-10-14,0.46,2,0,10,0,0,158.56
2025-10-15,0.42,3,0,10,0,0,158.39
2025-10-16,0.49,4,0,10,0,0,144.46
2025-10-17,0.41,5,0,10,0,0,159.25
2025-10-18,0.65,6,1,10,0,0,166.29
2025-10-19,0.47,7,1,10,0,0,173.7
2025-10-20,0.48,1,0,10,0,0,152.44
2025-10-21,0.42,2,0,10,0,0,138.25
2025-10-22,0.5,3,0,10,0,0,159.64
2025-10-23,0.48,4,0,10,0,0,133.19
2025-10-24,0.39,5,0,10,0,0,125.69
2025-10-25,0.55,6,1,10,0,0,178.24
2025-10-26,0.63,7,1,10,0,0,161.42
2025-10-27,0.39,1,0,10,0,0,156.34
2025-10-28,0.46,2,0,10,0,0,146.84
2025-10-29,0.45,3,0,10,0,0,165.9
2025-10-30,0.42,4,0,10,0,0,161.53
2025-10-31,0.58,5,0,10,0,0,136.93
2025-11-01,0.64,6,1,11,0,0,158.55
2025-11-02,0.55,7,1,11,0,0,175.13
2025-11-03,0.5,1,0,11,0,0,146.93
2025-11-04,0.5,2,0,11,0,0,152.46
2025-11-05,0.4,3,0,11,0,20487,184.8
2025-11-06,0.51,4,0,11,0,0,163.45
2025-11-07,0.43,5,0,11,0,0,162.39
2025-11-08,0.6,6,1,11,0,0,186.97
2025-11-09,0.59,7,1,11,0,28428,229.16
2025-11-10,0.47,1,0,11,0,0,150.95
2025-11-11,0.4,2,0,11,0,0,180.31
2025-11-12,0.35,3,0,11,0,0,160.91
2025-11-13,0.44,4,0,11,0,0,151.1
2025-11-14,0.43,5,0,11,0,0,155.9
2025-11-15,0.54,6,1,11,0,0,186.63
2025-11-16,0.52,7,1,11,0,0,171.86
2025-11-17,0.51,1,0,11,0,0,142.14
2025-11-18,0.48,2,0,11,0,0,152.05
2025-11-19,0.5,3,0,11,0,0,149.4
2025-11-20,0.45,4,0,11,0,0,159.35
2025-11-21,0.37,5,0,11,0,0,173.99
2025-11-22,0.56,6,1,11,0,0,169.75
2025-11-23,0.53,7,1,11,0,44528,195.51
2025-11-24,0.48,1,0,11,0,0,155.86
2025-11-25,0.45,2,0,11,0,0,157.37
2025-11-26,0.41,3,0,11,0,0,138.36
2025-11-27,0.5,4,0,11,0,0,157.16
2025-11-28,0.46,5,0,11,0,0,141.96
2025-11-29,0.62,6,1,11,0,0,163.12
2025-11-30,0.57,7,1,11,0,0,177.57
2025-12-01,0.42,1,0,12,0,0,135.48
2025-12-02,0.47,2,0,12,0,0,130.76
2025-12-03,0.51,3,0,12,0,0,147.78
2025-12-04,0.47,4,0,12,0,0,144.41
2025-12-05,0.45,5,0,12,0,0,152.33
2025-12-06,0.62,6,1,12,0,0,163.05
2025-12-07,0.7,7,1,12,0,0,172.88
2025-12-08,0.51,1,0,12,0,0,150.18
2025-12-09,0.47,2,0,12,0,0,155.34
2025-12-10,0.43,3,0,12,0,0,158.77
2025-12-11,0.54,4,0,12,0,0,143.81
2025-12-12,0.5,5,0,12,0,0,162.88
2025-12-13,0.59,6,1,12,0,0,161.36
2025-12-14,0.51,7,1,12,0,0,167.22
2025-12-15,0.5,1,0,12,0,0,149.26
2025-12-16,0.45,2,0,12,0,0,159.27
2025-12-17,0.47,3,0,12,0,0,135.5
2025-12-18,0.51,4,0,12,0,0,145.13
2025-12-19,0.47,5,0,12,0,0,158.28
2025-12-20,0.73,6,1,12,1,0,231.42
2025-12-21,0.7,7,1,12,1,0,235.98
2025-12-22,0.64,1,0,12,1,0,210.68
2025-12-23,0.57,2,0,12,1,0,204.26
2025-12-24,0.63,3,0,12,1,0,200.83
2025-12-25,0.65,4,0,12,1,0,194.56
2025-12-26,0.59,5,0,12,1,0,206.65
2025-12-27,0.77,6,1,12,1,0,210.72
2025-12-28,0.75,7,1,12,1,0,233.49
2025-12-29,0.69,1,0,12,1,0,169.59
2025-12-30,0.6,2,0,12,1,0,196.93
2025-12-31,0.7,3,0,12,1,0,208.41
